,0
2017-07-01 08:00:00,11.160000000000004
2017-07-01 08:01:00,11.430000000000003
2017-07-01 08:02:00,11.450000000000003
2017-07-01 08:03:00,11.640000000000002
2017-07-01 08:04:00,11.660000000000004
2017-07-01 08:05:00,11.770000000000003
2017-07-01 08:06:00,11.830000000000004
2017-07-01 08:07:00,12.010000000000003
2017-07-01 08:08:00,12.010000000000003
2017-07-01 08:09:00,12.010000000000003
2017-07-01 08:10:00,12.210000000000003
2017-07-01 08:11:00,12.290000000000001
2017-07-01 08:12:00,12.400000000000002
2017-07-01 08:13:00,12.540000000000001
2017-07-01 08:14:00,12.5
2017-07-01 08:15:00,12.51
2017-07-01 08:16:00,12.280000000000001
2017-07-01 08:17:00,12.33
2017-07-01 08:18:00,12.33
2017-07-01 08:19:00,12.28
2017-07-01 08:20:00,12.29
2017-07-01 08:21:00,12.27
2017-07-01 08:22:00,12.27
2017-07-01 08:23:00,12.29
2017-07-01 08:24:00,12.29
2017-07-01 08:25:00,12.29
2017-07-01 08:26:00,12.299999999999999
2017-07-01 08:27:00,12.299999999999999
2017-07-01 08:28:00,12.299999999999999
2017-07-01 08:29:00,12.299999999999999
2017-07-01 08:30:00,12.29
2017-07-01 08:31:00,12.28
2017-07-01 08:32:00,12.28
2017-07-01 08:33:00,12.28
2017-07-01 08:34:00,12.28
2017-07-01 08:35:00,12.28
2017-07-01 08:36:00,12.28
2017-07-01 08:37:00,12.299999999999999
2017-07-01 08:38:00,12.299999999999999
2017-07-01 08:39:00,12.299999999999999
2017-07-01 08:40:00,12.299999999999999
2017-07-01 08:41:00,12.299999999999999
2017-07-01 08:42:00,12.299999999999999
2017-07-01 08:43:00,12.339999999999998
2017-07-01 08:44:00,12.339999999999998
2017-07-01 08:45:00,12.349999999999998
2017-07-01 08:46:00,12.349999999999998
2017-07-01 08:47:00,12.349999999999998
2017-07-01 08:48:00,12.229999999999997
2017-07-01 08:49:00,12.159999999999997
2017-07-01 08:50:00,12.159999999999997
2017-07-01 08:51:00,12.169999999999998
2017-07-01 08:52:00,12.149999999999999
2017-07-01 08:53:00,12.159999999999998
2017-07-01 08:54:00,12.319999999999999
2017-07-01 08:55:00,12.329999999999998
2017-07-01 08:56:00,11.94
2017-07-01 08:57:00,11.94
2017-07-01 08:58:00,11.809999999999999
2017-07-01 08:59:00,11.919999999999998
2017-07-01 09:00:00,11.999999999999998
2017-07-01 09:01:00,12.1
2017-07-01 09:02:00,12.2
2017-07-01 09:03:00,12.169999999999998
2017-07-01 09:04:00,12.15
2017-07-01 09:05:00,12.22
2017-07-01 09:06:00,12.23
2017-07-01 09:07:00,12.309999999999999
2017-07-01 09:08:00,12.389999999999997
2017-07-01 09:09:00,12.400000000000002
2017-07-01 09:10:00,12.440000000000001
2017-07-01 09:11:00,12.459999999999999
2017-07-01 09:12:00,12.459999999999999
2017-07-01 09:13:00,12.329999999999998
2017-07-01 09:14:00,12.349999999999998
2017-07-01 09:15:00,12.4
2017-07-01 09:16:00,12.39
2017-07-01 09:17:00,12.420000000000002
2017-07-01 09:18:00,12.47
2017-07-01 09:19:00,12.350000000000001
2017-07-01 09:20:00,12.340000000000002
2017-07-01 09:21:00,12.290000000000001
2017-07-01 09:22:00,12.120000000000001
2017-07-01 09:23:00,11.85
2017-07-01 09:24:00,11.76
2017-07-01 09:25:00,11.639999999999999
2017-07-01 09:26:00,11.35
2017-07-01 09:27:00,11.34
2017-07-01 09:28:00,11.37
2017-07-01 09:29:00,11.419999999999998
2017-07-01 09:30:00,11.419999999999998
2017-07-01 09:31:00,11.419999999999998
2017-07-01 09:32:00,11.399999999999999
2017-07-01 09:33:00,11.399999999999999
2017-07-01 09:34:00,11.01
2017-07-01 09:35:00,11.040000000000001
2017-07-01 09:36:00,11.120000000000001
2017-07-01 09:37:00,11.26
2017-07-01 09:38:00,11.399999999999999
2017-07-01 09:39:00,11.35
2017-07-01 09:40:00,11.44
2017-07-01 09:41:00,11.579999999999998
2017-07-01 09:42:00,11.579999999999998
2017-07-01 09:43:00,11.569999999999999
2017-07-01 09:44:00,11.569999999999999
2017-07-01 09:45:00,11.57
2017-07-01 09:46:00,11.57
2017-07-01 09:47:00,11.67
2017-07-01 09:48:00,11.8
2017-07-01 09:49:00,11.8
2017-07-01 09:50:00,11.8
2017-07-01 09:51:00,11.8
2017-07-01 09:52:00,11.75
2017-07-01 09:53:00,11.77
2017-07-01 09:54:00,11.810000000000002
2017-07-01 09:55:00,11.88
2017-07-01 09:56:00,11.91
2017-07-01 09:57:00,11.969999999999999
2017-07-01 09:58:00,12.02
2017-07-01 09:59:00,12.02
2017-07-01 10:00:00,12.03
2017-07-01 10:01:00,12.23
2017-07-01 10:02:00,11.959999999999999
2017-07-01 10:03:00,11.879999999999999
2017-07-01 10:04:00,12.02
2017-07-01 10:05:00,12.05
