,0
2017-07-01 08:00:00,15.639999999999999
2017-07-01 08:01:00,15.71
2017-07-01 08:02:00,15.71
2017-07-01 08:03:00,15.690000000000003
2017-07-01 08:04:00,15.690000000000003
2017-07-01 08:05:00,15.6
2017-07-01 08:06:00,15.6
2017-07-01 08:07:00,15.589999999999998
2017-07-01 08:08:00,15.589999999999998
2017-07-01 08:09:00,15.589999999999998
2017-07-01 08:10:00,15.589999999999998
2017-07-01 08:11:00,15.589999999999998
2017-07-01 08:12:00,15.589999999999998
2017-07-01 08:13:00,15.589999999999998
2017-07-01 08:14:00,15.579999999999998
2017-07-01 08:15:00,15.559999999999999
2017-07-01 08:16:00,15.559999999999999
2017-07-01 08:17:00,15.59
2017-07-01 08:18:00,15.580000000000002
2017-07-01 08:19:00,15.580000000000002
2017-07-01 08:20:00,15.559999999999999
2017-07-01 08:21:00,15.280000000000001
2017-07-01 08:22:00,15.460000000000003
2017-07-01 08:23:00,15.460000000000003
2017-07-01 08:24:00,15.480000000000004
2017-07-01 08:25:00,15.219999999999999
2017-07-01 08:26:00,15.219999999999999
2017-07-01 08:27:00,15.16
2017-07-01 08:28:00,15.229999999999999
2017-07-01 08:29:00,14.809999999999997
2017-07-01 08:30:00,14.879999999999999
2017-07-01 08:31:00,14.709999999999997
2017-07-01 08:32:00,14.689999999999998
2017-07-01 08:33:00,14.769999999999998
2017-07-01 08:34:00,14.809999999999999
2017-07-01 08:35:00,14.809999999999999
2017-07-01 08:36:00,14.809999999999999
2017-07-01 08:37:00,14.96
2017-07-01 08:38:00,14.96
2017-07-01 08:39:00,15.089999999999998
2017-07-01 08:40:00,15.12
2017-07-01 08:41:00,15.12
2017-07-01 08:42:00,15.28
2017-07-01 08:43:00,15.229999999999999
2017-07-01 08:44:00,15.29
2017-07-01 08:45:00,14.819999999999997
2017-07-01 08:46:00,14.819999999999997
2017-07-01 08:47:00,14.859999999999996
2017-07-01 08:48:00,14.939999999999996
2017-07-01 08:49:00,14.589999999999996
2017-07-01 08:50:00,14.69
2017-07-01 08:51:00,14.3
2017-07-01 08:52:00,14.3
2017-07-01 08:53:00,14.13
2017-07-01 08:54:00,14.13
2017-07-01 08:55:00,13.979999999999999
2017-07-01 08:56:00,13.99
2017-07-01 08:57:00,13.75
2017-07-01 08:58:00,14.159999999999998
2017-07-01 08:59:00,14.110000000000001
2017-07-01 09:00:00,14.029999999999998
2017-07-01 09:01:00,14.059999999999999
2017-07-01 09:02:00,13.87
2017-07-01 09:03:00,13.88
2017-07-01 09:04:00,14.020000000000001
2017-07-01 09:05:00,14.020000000000001
2017-07-01 09:06:00,14.260000000000002
2017-07-01 09:07:00,14.420000000000002
2017-07-01 09:08:00,14.55
2017-07-01 09:09:00,14.73
2017-07-01 09:10:00,14.76
2017-07-01 09:11:00,14.950000000000001
2017-07-01 09:12:00,14.950000000000001
2017-07-01 09:13:00,15.229999999999999
2017-07-01 09:14:00,15.229999999999999
2017-07-01 09:15:00,14.990000000000002
2017-07-01 09:16:00,14.990000000000002
2017-07-01 09:17:00,14.990000000000002
2017-07-01 09:18:00,15.160000000000002
2017-07-01 09:19:00,14.88
2017-07-01 09:20:00,14.88
2017-07-01 09:21:00,14.89
2017-07-01 09:22:00,14.89
2017-07-01 09:23:00,14.790000000000001
2017-07-01 09:24:00,14.760000000000002
2017-07-01 09:25:00,14.31
2017-07-01 09:26:00,14.11
2017-07-01 09:27:00,14.209999999999999
2017-07-01 09:28:00,14.209999999999999
2017-07-01 09:29:00,14.390000000000002
2017-07-01 09:30:00,14.370000000000001
2017-07-01 09:31:00,14.540000000000003
2017-07-01 09:32:00,14.560000000000004
2017-07-01 09:33:00,15.050000000000002
2017-07-01 09:34:00,15.140000000000002
2017-07-01 09:35:00,15.130000000000003
2017-07-01 09:36:00,15.120000000000001
2017-07-01 09:37:00,15.15
2017-07-01 09:38:00,15.21
2017-07-01 09:39:00,15.32
2017-07-01 09:40:00,15.32
2017-07-01 09:41:00,15.36
2017-07-01 09:42:00,15.309999999999999
2017-07-01 09:43:00,15.249999999999998
2017-07-01 09:44:00,15.32
2017-07-01 09:45:00,15.33
2017-07-01 09:46:00,15.32
2017-07-01 09:47:00,15.250000000000002
2017-07-01 09:48:00,15.250000000000002
2017-07-01 09:49:00,15.420000000000002
2017-07-01 09:50:00,15.430000000000001
2017-07-01 09:51:00,15.430000000000001
2017-07-01 09:52:00,15.510000000000003
2017-07-01 09:53:00,15.530000000000003
2017-07-01 09:54:00,15.530000000000003
2017-07-01 09:55:00,15.530000000000003
2017-07-01 09:56:00,15.530000000000003
2017-07-01 09:57:00,15.530000000000003
2017-07-01 09:58:00,15.530000000000003
2017-07-01 09:59:00,15.530000000000003
2017-07-01 10:00:00,15.580000000000002
2017-07-01 10:01:00,15.160000000000004
2017-07-01 10:02:00,15.160000000000004
2017-07-01 10:03:00,15.130000000000003
2017-07-01 10:04:00,15.130000000000003
2017-07-01 10:05:00,15.270000000000003
2017-07-01 10:06:00,15.270000000000003
2017-07-01 10:07:00,15.270000000000003
2017-07-01 10:08:00,15.270000000000003
2017-07-01 10:09:00,15.140000000000002
2017-07-01 10:10:00,15.150000000000002
2017-07-01 10:11:00,15.170000000000003
2017-07-01 10:12:00,15.260000000000002
2017-07-01 10:13:00,15.120000000000001
2017-07-01 10:14:00,15.240000000000002
2017-07-01 10:15:00,15.280000000000001
2017-07-01 10:16:00,15.300000000000002
2017-07-01 10:17:00,15.110000000000005
